"tree_id","lambda","rho_seqdef","rho_priority","top10_seqdef","top10_priority","top1_is_target"
34,17,0.832677611077387,0.944284733892022,5,9,TRUE
34,17.5,0.831801452512312,0.944141914261347,5,9,TRUE
34,18,0.831002010278539,0.943906442719749,5,9,TRUE
34,18.5,0.829739180300353,0.943731838166562,5,9,TRUE
34,19,0.829176377642457,0.943467798206001,5,9,TRUE
34,19.5,0.828005028009513,0.943291989081018,5,9,TRUE
34,20,0.827657807709761,0.943165301780906,5,9,TRUE
34,20.5,0.827123876741803,0.943076125247473,5,9,TRUE
34,21,0.825556061409457,0.942603536076666,5,9,TRUE
34,21.5,0.825291977757177,0.942599405487448,5,9,TRUE
34,22,0.824775355107343,0.942573668641588,5,9,TRUE
34,22.5,0.824264135798302,0.942511174921317,5,9,TRUE
34,23,0.824063227222882,0.942434917831773,5,9,TRUE
34,23.5,0.822959340130936,0.942399229842034,5,9,TRUE
34,24,0.822041366959896,0.942289807615621,5,9,TRUE
34,24.5,0.821597037812042,0.94227852132848,5,9,TRUE
34,25,0.82081756110235,0.942130561902627,5,9,TRUE
36,1,0.759207194287218,0.80543346166605,3,3,FALSE
36,1.5,0.785330521669549,0.84251724860312,3,3,FALSE
36,2,0.81967881085255,0.87724908195069,3,3,FALSE
36,2.5,0.854359297509925,0.911877357709173,3,4,FALSE
36,3,0.910342697157005,0.941558790231804,3,4,FALSE
36,3.5,0.945314331332658,0.962176426097478,9,5,FALSE
36,4,0.977399590120155,0.982981572016539,10,5,FALSE
36,4.5,0.994080860662399,0.99617691810427,10,9,FALSE
36,5,0.999449912447342,0.999691506578172,10,10,FALSE
36,5.5,0.99124061212767,0.993988971293231,10,10,FALSE
36,6,0.982557982653724,0.988807562866044,7,10,FALSE
36,6.5,0.967925531117416,0.981945675739982,7,10,FALSE
36,7,0.955027209670901,0.977613672500797,7,9,FALSE
36,7.5,0.938742069900875,0.973227504854288,7,9,FALSE
36,8,0.930469803576963,0.969606820890003,7,9,FALSE
36,8.5,0.920480172720592,0.966159068031326,7,9,FALSE
36,9,0.912153524807396,0.960469503781841,5,9,FALSE
36,9.5,0.901623967750971,0.956485520112479,5,9,FALSE
36,10,0.895153946764016,0.953092437414168,5,9,FALSE
36,10.5,0.891468394415366,0.951722995852072,5,9,FALSE
36,11,0.887137964403755,0.950304375700666,5,9,FALSE
